Combined,Date,Line,Temp,Time,bacteria,Strain,CFUs,LOD,NewCFU,bacteria_label
Dpi.0,8/30/22,HNO918,34,0,Dpi,3065,45000000,FALSE,45000000,<b><span style='color:#0443DC;'>0</span></b>
Dpi.24,9/13/22,HNO204,37,24,Dpi,3065,3487.5,FALSE,3487.5,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,2/14/23,HNO919,34,24,Dpi,3065,1312500,FALSE,1312500,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,11/1/22,HNO919,37,24,Dpi,3065,78750,FALSE,78750,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/23/22,HNO204,37,24,Dpi,3065,1050000,FALSE,1050000,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,2/7/23,HNO204,34,24,Dpi,3065,1987.5,FALSE,1987.5,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,9/7/22,HNO918,34,24,Dpi,3065,626250,FALSE,626250,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,9/14/22,HNO919,37,24,Dpi,3065,487500,FALSE,487500,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,11/2/22,HNO919,34,24,Dpi,3065,1012.5,FALSE,1012.5,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,9/7/22,HNO918,37,24,Dpi,3065,401250,FALSE,401250,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/16/22,HNO919,34,24,Dpi,3065,91125,FALSE,91125,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,1/17/23,HNO204,34,24,Dpi,3065,1050,FALSE,1050,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/9/22,HNO918,34,24,Dpi,3065,825000,FALSE,825000,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/10/22,HNO204,34,24,Dpi,3065,483750,FALSE,483750,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,9/14/22,HNO919,34,24,Dpi,3065,51375,FALSE,51375,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/23/22,HNO204,34,24,Dpi,3065,1912500,FALSE,1912500,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,11/1/22,HNO919,34,24,Dpi,3065,412500,FALSE,412500,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/31/22,HNO204,34,24,Dpi,3065,14625,FALSE,14625,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/31/22,HNO204,37,24,Dpi,3065,71250,FALSE,71250,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/10/22,HNO204,37,24,Dpi,3065,465000,FALSE,465000,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/9/22,HNO918,37,24,Dpi,3065,210000,FALSE,210000,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,1/24/23,HNO919,34,24,Dpi,3065,900000,FALSE,900000,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,2/28/23,HNO204,34,24,Dpi,3065,8250,FALSE,8250,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/30/22,HNO918,37,24,Dpi,3065,337.5,FALSE,337.5,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/30/22,HNO918,34,24,Dpi,3065,2362.5,FALSE,2362.5,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,11/2/22,HNO919,37,24,Dpi,3065,0,TRUE,3.75,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/17/22,HNO918,34,24,Dpi,3065,33000,FALSE,33000,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,9/13/22,HNO204,34,24,Dpi,3065,96,FALSE,96,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,8/17/22,HNO918,37,24,Dpi,3065,34500,FALSE,34500,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,9/6/22,HNO919,37,24,Dpi,3065,35250,FALSE,35250,<b><span style='color:#0443DC;'>24</span></b>
Dpi.24,9/6/22,HNO919,34,24,Dpi,3065,183750,FALSE,183750,<b><span style='color:#0443DC;'>24</span></b>
Dpi.48,2/14/23,HNO919,34,48,Dpi,3065,27750,FALSE,27750,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,9/14/22,HNO919,37,48,Dpi,3065,1237.5,FALSE,1237.5,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,9/7/22,HNO918,34,48,Dpi,3065,378,FALSE,378,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,11/1/22,HNO919,37,48,Dpi,3065,18.75,FALSE,18.75,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/10/22,HNO204,37,48,Dpi,3065,108000,FALSE,108000,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/16/22,HNO919,34,48,Dpi,3065,7800,FALSE,7800,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,2/7/23,HNO204,34,48,Dpi,3065,195,FALSE,195,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,9/13/22,HNO204,37,48,Dpi,3065,0,TRUE,3.75,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,1/17/23,HNO204,34,48,Dpi,3065,0,TRUE,3.75,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/23/22,HNO204,34,48,Dpi,3065,633750,FALSE,633750,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,9/7/22,HNO918,37,48,Dpi,3065,15,FALSE,15,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/23/22,HNO204,37,48,Dpi,3065,1012.5,FALSE,1012.5,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,9/14/22,HNO919,34,48,Dpi,3065,64500,FALSE,64500,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/9/22,HNO918,37,48,Dpi,3065,34125,FALSE,34125,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,11/1/22,HNO919,34,48,Dpi,3065,36750,FALSE,36750,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,11/2/22,HNO919,34,48,Dpi,3065,255,FALSE,255,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/30/22,HNO918,37,48,Dpi,3065,60,FALSE,60,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/31/22,HNO204,37,48,Dpi,3065,2925,FALSE,2925,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,2/28/23,HNO204,34,48,Dpi,3065,90,FALSE,90,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,9/13/22,HNO204,34,48,Dpi,3065,0,TRUE,3.75,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/10/22,HNO204,34,48,Dpi,3065,618750,FALSE,618750,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/9/22,HNO918,34,48,Dpi,3065,24750,FALSE,24750,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,9/6/22,HNO919,34,48,Dpi,3065,202.5,FALSE,202.5,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/31/22,HNO204,34,48,Dpi,3065,120000,FALSE,120000,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/30/22,HNO918,34,48,Dpi,3065,1312.5,FALSE,1312.5,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,1/24/23,HNO919,34,48,Dpi,3065,16125,FALSE,16125,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,11/2/22,HNO919,37,48,Dpi,3065,0,TRUE,3.75,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/17/22,HNO918,34,48,Dpi,3065,712.5,FALSE,712.5,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,8/17/22,HNO918,37,48,Dpi,3065,75,FALSE,75,<b><span style='color:#0443DC;'>48</span></b>
Dpi.48,9/6/22,HNO919,37,48,Dpi,3065,21,FALSE,21,<b><span style='color:#0443DC;'>48</span></b>
Sau.0,8/30/22,HNO918,37,0,Sau,2115,9375000,FALSE,9375000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,10/25/22,HNO204,37,0,Sau,2115,12750000,FALSE,12750000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,2/28/23,HNO204,37,0,Sau,2115,10500000,FALSE,10500000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,2/28/23,HNO204,34,0,Sau,2115,10500000,FALSE,10500000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/27/22,HNO919,37,0,Sau,2115,7387500,FALSE,7387500,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,10/11/22,HNO204,37,0,Sau,2115,8625000,FALSE,8625000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,8/31/22,HNO204,34,0,Sau,2115,13500000,FALSE,13500000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,8/30/22,HNO918,34,0,Sau,2115,9375000,FALSE,9375000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/27/22,HNO919,34,0,Sau,2115,7387500,FALSE,7387500,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,10/11/22,HNO204,34,0,Sau,2115,8625000,FALSE,8625000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,8/16/22,HNO919,34,0,Sau,2115,9375000,FALSE,9375000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/7/22,HNO918,34,0,Sau,2115,7125000,FALSE,7125000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,2/7/23,HNO204,34,0,Sau,2115,8625000,FALSE,8625000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/6/22,HNO919,37,0,Sau,2115,13875000,FALSE,13875000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/20/22,HNO918,34,0,Sau,2115,13875000,FALSE,13875000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/20/22,HNO918,37,0,Sau,2115,13875000,FALSE,13875000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,10/25/22,HNO204,34,0,Sau,2115,12750000,FALSE,12750000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,1/17/23,HNO204,34,0,Sau,2115,9750000,FALSE,9750000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,8/17/22,HNO918,37,0,Sau,2115,14625000,FALSE,14625000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,8/17/22,HNO918,34,0,Sau,2115,14625000,FALSE,14625000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,10/4/22,HNO918,34,0,Sau,2115,10125000,FALSE,10125000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/6/22,HNO919,34,0,Sau,2115,13875000,FALSE,13875000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/14/22,HNO919,34,0,Sau,2115,8625000,FALSE,8625000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/14/22,HNO919,37,0,Sau,2115,8625000,FALSE,8625000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,2/14/23,HNO919,34,0,Sau,2115,10500000,FALSE,10500000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,10/4/22,HNO918,37,0,Sau,2115,10125000,FALSE,10125000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/21/22,HNO204,34,0,Sau,2115,11250000,FALSE,11250000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.0,9/21/22,HNO204,37,0,Sau,2115,11250000,FALSE,11250000,<b><span style='color:#6D05A0;'>0</span></b>
Sau.24,8/17/22,HNO918,34,24,Sau,2115,1087.5,FALSE,1087.5,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,2/7/23,HNO204,34,24,Sau,2115,0,TRUE,3.75,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,10/11/22,HNO204,34,24,Sau,2115,2850000,FALSE,2850000,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/27/22,HNO919,34,24,Sau,2115,2550,FALSE,2550,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/20/22,HNO918,37,24,Sau,2115,11250000,FALSE,11250000,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,8/30/22,HNO918,34,24,Sau,2115,195000,FALSE,195000,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,10/4/22,HNO918,34,24,Sau,2115,16875,FALSE,16875,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,8/31/22,HNO204,34,24,Sau,2115,97500,FALSE,97500,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/6/22,HNO919,34,24,Sau,2115,7125,FALSE,7125,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,2/28/23,HNO204,37,24,Sau,2115,356250,FALSE,356250,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,10/4/22,HNO918,37,24,Sau,2115,1012500,FALSE,1012500,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,8/17/22,HNO918,37,24,Sau,2115,1050000,FALSE,1050000,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,10/11/22,HNO204,37,24,Sau,2115,15750000,FALSE,15750000,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/14/22,HNO919,34,24,Sau,2115,8625,FALSE,8625,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/6/22,HNO919,37,24,Sau,2115,4275,FALSE,4275,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,8/16/22,HNO919,34,24,Sau,2115,1537.5,FALSE,1537.5,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,2/28/23,HNO204,34,24,Sau,2115,457500,FALSE,457500,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,10/25/22,HNO204,34,24,Sau,2115,46875,FALSE,46875,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/21/22,HNO204,34,24,Sau,2115,2325,FALSE,2325,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/20/22,HNO918,34,24,Sau,2115,1687.5,FALSE,1687.5,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/27/22,HNO919,37,24,Sau,2115,39375,FALSE,39375,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,10/25/22,HNO204,37,24,Sau,2115,180000000,FALSE,180000000,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/21/22,HNO204,37,24,Sau,2115,251.25,FALSE,251.25,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,2/14/23,HNO919,34,24,Sau,2115,27000,FALSE,27000,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,8/30/22,HNO918,37,24,Sau,2115,618750,FALSE,618750,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/7/22,HNO918,34,24,Sau,2115,71250000,FALSE,71250000,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,1/17/23,HNO204,34,24,Sau,2115,161250,FALSE,161250,<b><span style='color:#6D05A0;'>24</span></b>
Sau.24,9/14/22,HNO919,37,24,Sau,2115,8250,FALSE,8250,<b><span style='color:#6D05A0;'>24</span></b>
Sau.48,10/11/22,HNO204,37,48,Sau,2115,27000000,FALSE,27000000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/27/22,HNO919,37,48,Sau,2115,116250000,FALSE,116250000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,2/28/23,HNO204,37,48,Sau,2115,120000,FALSE,120000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,8/17/22,HNO918,34,48,Sau,2115,150000000,FALSE,150000000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/6/22,HNO919,34,48,Sau,2115,14625,FALSE,14625,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,8/16/22,HNO919,34,48,Sau,2115,247500,FALSE,247500,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,8/17/22,HNO918,37,48,Sau,2115,17625000,FALSE,17625000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,10/4/22,HNO918,37,48,Sau,2115,487500000,FALSE,487500000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,8/30/22,HNO918,37,48,Sau,2115,61125000,FALSE,61125000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/20/22,HNO918,37,48,Sau,2115,1987500,FALSE,1987500,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,2/7/23,HNO204,34,48,Sau,2115,101250000,FALSE,101250000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,10/25/22,HNO204,37,48,Sau,2115,457500000,FALSE,457500000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,8/30/22,HNO918,34,48,Sau,2115,5775000,FALSE,5775000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/14/22,HNO919,34,48,Sau,2115,386250,FALSE,386250,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/6/22,HNO919,37,48,Sau,2115,4875,FALSE,4875,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,10/4/22,HNO918,34,48,Sau,2115,131250000,FALSE,131250000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,1/17/23,HNO204,34,48,Sau,2115,1650000,FALSE,1650000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,10/11/22,HNO204,34,48,Sau,2115,390000000,FALSE,390000000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,8/31/22,HNO204,34,48,Sau,2115,127500000,FALSE,127500000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,2/14/23,HNO919,34,48,Sau,2115,1050000,FALSE,1050000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,10/25/22,HNO204,34,48,Sau,2115,6262500,FALSE,6262500,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/20/22,HNO918,34,48,Sau,2115,1050000000,FALSE,1050000000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/21/22,HNO204,34,48,Sau,2115,26625,FALSE,26625,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/27/22,HNO919,34,48,Sau,2115,135000000,FALSE,135000000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,2/28/23,HNO204,34,48,Sau,2115,21000,FALSE,21000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/14/22,HNO919,37,48,Sau,2115,300000000,FALSE,300000000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/7/22,HNO918,34,48,Sau,2115,217500000,FALSE,217500000,<b><span style='color:#6D05A0;'>48</span></b>
Sau.48,9/21/22,HNO204,37,48,Sau,2115,24750000,FALSE,24750000,<b><span style='color:#6D05A0;'>48</span></b>
Spn.0,2/7/23,HNO204,34,0,Spn,1906,46875000,FALSE,46875000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/31/22,HNO204,37,0,Spn,1906,84000000,FALSE,84000000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,2/28/23,HNO204,34,0,Spn,1906,29250000,FALSE,29250000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/9/22,HNO918,34,0,Spn,1906,31875000,FALSE,31875000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,9/27/22,HNO919,37,0,Spn,1906,46875000,FALSE,46875000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/17/22,HNO918,37,0,Spn,1906,48375000,FALSE,48375000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/10/22,HNO204,34,0,Spn,1906,31125000,FALSE,31125000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,9/27/22,HNO919,34,0,Spn,1906,46875000,FALSE,46875000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/10/22,HNO204,37,0,Spn,1906,31125000,FALSE,31125000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,10/4/22,HNO918,37,0,Spn,1906,19500000,FALSE,19500000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,10/11/22,HNO204,37,0,Spn,1906,21750000,FALSE,21750000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/23/22,HNO204,34,0,Spn,1906,57750000,FALSE,57750000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,9/13/22,HNO204,37,0,Spn,1906,84750000,FALSE,84750000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/31/22,HNO204,34,0,Spn,1906,84000000,FALSE,84000000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,9/13/22,HNO204,34,0,Spn,1906,84750000,FALSE,84750000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,10/4/22,HNO918,34,0,Spn,1906,19500000,FALSE,19500000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,9/6/22,HNO919,34,0,Spn,1906,61500000,FALSE,61500000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,9/6/22,HNO919,37,0,Spn,1906,61500000,FALSE,61500000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,10/11/22,HNO204,34,0,Spn,1906,21750000,FALSE,21750000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,9/14/22,HNO919,34,0,Spn,1906,10875000,FALSE,10875000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/9/22,HNO918,37,0,Spn,1906,31875000,FALSE,31875000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/23/22,HNO204,37,0,Spn,1906,57750000,FALSE,57750000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,2/14/23,HNO919,34,0,Spn,1906,27375000,FALSE,27375000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/30/22,HNO918,34,0,Spn,1906,78750000,FALSE,78750000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,8/30/22,HNO918,37,0,Spn,1906,78750000,FALSE,78750000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,1/24/23,HNO919,34,0,Spn,1906,40500000,FALSE,40500000,<b><span style='color:#927ED1;'>0</span></b>
Spn.0,1/17/23,HNO204,34,0,Spn,1906,25875000,FALSE,25875000,<b><span style='color:#927ED1;'>0</span></b>
Spn.24,8/10/22,HNO204,34,24,Spn,1906,12262500,FALSE,12262500,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,8/23/22,HNO204,37,24,Spn,1906,43875000,FALSE,43875000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,1/24/23,HNO919,34,24,Spn,1906,5587500,FALSE,5587500,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,9/13/22,HNO204,34,24,Spn,1906,24000,FALSE,24000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,8/10/22,HNO204,37,24,Spn,1906,10275000,FALSE,10275000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,8/9/22,HNO918,34,24,Spn,1906,25275000,FALSE,25275000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,8/23/22,HNO204,34,24,Spn,1906,16575000,FALSE,16575000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,2/7/23,HNO204,34,24,Spn,1906,9750000,FALSE,9750000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,9/13/22,HNO204,37,24,Spn,1906,1537.5,FALSE,1537.5,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,8/31/22,HNO204,34,24,Spn,1906,18000,FALSE,18000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,8/31/22,HNO204,37,24,Spn,1906,0,TRUE,3.75,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,1/17/23,HNO204,34,24,Spn,1906,3300000,FALSE,3300000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,2/28/23,HNO204,34,24,Spn,1906,67125,FALSE,67125,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,9/14/22,HNO919,34,24,Spn,1906,573750,FALSE,573750,<b><span style='color:#927ED1;'>24</span></b>
