Species,Date,LDHAssay_PlateNumber,Coordinate,Line,Assay,Location,Strain,Temp,Well_Endpoint,Collection_Time,Replicate,Value,CFUmatched,Reject,bacteria_label
Dpi,02_07_2023,3,G4,HNO204,CFU,Baso,KPL3065,34,48,48,1,0.141,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,E11,HNO919,CFU,Baso,KPL3065,37,24,0,2,0.125,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,A11,HNO919,CFU,Baso,KPL3065,34,48,48,2,0.168,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,B4,HNO204,CFU,Baso,KPL3065,34,24,24,2,0.120300002,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,C5,HNO918,CFU,Baso,KPL3065,34,48,0,2,0.084,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,H5,HNO919,CFU,Baso,KPL3065,37,48,48,2,0.152,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B12,HNO918,CFU,Baso,KPL3065,37,48,48,2,0.274500012,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,F4,HNO919,CFU,Baso,KPL3065,37,24,24,1,0.131,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,G6,HNO204,CFU,Baso,KPL3065,37,48,0,3,0.089,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,F5,HNO919,CFU,Baso,KPL3065,37,24,24,2,0.128,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,B5,HNO919,CFU,Baso,KPL3065,34,24,24,2,0.092,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,B10,HNO204,CFU,Baso,KPL3065,37,24,24,2,0.121200003,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_16_2022,1,B3,HNO919,CFU,Baso,KPL3065,34,24,24,1,0.121600002,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,A6,HNO918,CFU,Baso,KPL3065,34,24,0,3,0.086,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B6,HNO918,CFU,Baso,KPL3065,34,48,48,2,0.203099996,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,B12,HNO918,CFU,Baso,KPL3065,37,48,48,2,0.228,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B11,HNO918,CFU,Baso,KPL3065,37,48,48,1,0.287499994,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,H5,HNO919,CFU,Baso,KPL3065,37,48,48,2,0.401,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,F5,HNO919,CFU,Baso,KPL3065,37,24,24,2,0.15,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,G4,HNO204,CFU,Baso,KPL3065,37,48,0,1,0.084,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,G4,HNO204,CFU,Baso,KPL3065,37,48,0,1,0.092,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,G5,HNO204,CFU,Baso,KPL3065,37,48,0,2,0.095,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,G6,HNO204,CFU,Baso,KPL3065,37,48,0,3,0.094,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,B4,HNO918,CFU,Baso,KPL3065,34,24,24,1,0.106,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,B4,HNO204,CFU,Baso,KPL3065,34,24,24,1,0.096,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,A5,HNO919,CFU,Baso,KPL3065,34,24,0,2,0.085,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_16_2022,1,B1,HNO919,CFU,Baso,KPL3065,34,24,0,1,0.081299998,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_16_2022,1,B2,HNO919,CFU,Baso,KPL3065,34,24,0,2,0.093199998,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,H6,HNO204,CFU,Baso,KPL3065,37,48,48,3,0.304,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,C4,HNO204,CFU,Baso,KPL3065,34,48,0,1,0.087,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B10,HNO918,CFU,Baso,KPL3065,37,24,24,2,0.124899998,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,D4,HNO204,CFU,Baso,KPL3065,34,24,0,1,0.227,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B3,HNO204,CFU,Baso,KPL3065,34,24,24,1,0.194499999,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,C4,HNO918,CFU,Baso,KPL3065,34,48,0,1,0.086,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,E5,HNO918,CFU,Baso,KPL3065,37,24,0,2,0.107,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,E6,HNO918,CFU,Baso,KPL3065,37,24,0,3,0.107,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,B8,HNO918,CFU,Baso,KPL3065,37,24,0,2,0.132499993,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,B4,HNO204,CFU,Baso,KPL3065,34,24,24,1,0.102,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,F4,HNO918,CFU,Baso,KPL3065,37,24,24,1,0.121,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,H4,HNO204,CFU,Baso,KPL3065,37,48,48,1,0.376,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,D6,HNO919,CFU,Baso,KPL3065,34,48,48,3,0.242,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,D5,HNO204,CFU,Baso,KPL3065,34,24,0,2,0.125,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B12,HNO204,CFU,Baso,KPL3065,37,48,48,2,0.241799995,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,G5,HNO204,CFU,Baso,KPL3065,34,48,48,2,0.139,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,F4,HNO919,CFU,Baso,KPL3065,37,24,24,1,0.151,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_16_2022,1,B6,HNO919,CFU,Baso,KPL3065,34,48,48,2,0.183500007,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,E5,HNO204,CFU,Baso,KPL3065,37,24,0,2,0.103,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,E6,HNO204,CFU,Baso,KPL3065,37,24,0,3,0.093,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,F6,HNO919,CFU,Baso,KPL3065,37,24,24,3,0.124,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,B6,HNO919,CFU,Baso,KPL3065,34,24,24,3,0.111,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B1,HNO918,CFU,Baso,KPL3065,34,24,0,1,0.094599999,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,B5,HNO204,CFU,Baso,KPL3065,34,24,24,2,0.105,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B5,HNO918,CFU,Baso,KPL3065,34,48,48,1,0.2007,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,E4,HNO918,CFU,Baso,KPL3065,37,24,0,1,0.095,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,F4,HNO204,CFU,Baso,KPL3065,37,24,24,1,0.136,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,D4,HNO918,CFU,Baso,KPL3065,34,48,48,1,0.26,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,H4,HNO918,CFU,Baso,KPL3065,37,48,48,1,0.283,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_16_2022,1,B5,HNO919,CFU,Baso,KPL3065,34,48,48,1,0.183200002,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,C6,HNO204,CFU,Baso,KPL3065,34,48,0,3,0.086,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,H8,HNO919,CFU,Baso,KPL3065,34,48,0,2,0.151,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,G6,HNO919,CFU,Baso,KPL3065,37,48,0,3,0.084,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,H4,HNO918,CFU,Baso,KPL3065,37,48,48,1,0.383,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,H5,HNO918,CFU,Baso,KPL3065,37,48,48,2,0.391,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,H6,HNO919,CFU,Baso,KPL3065,37,48,48,3,0.153,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,H10,HNO919,CFU,Baso,KPL3065,37,48,48,1,0.216,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,D4,HNO919,CFU,Baso,KPL3065,34,48,48,1,0.153,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,D5,HNO919,CFU,Baso,KPL3065,34,48,48,2,0.165,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,F5,HNO918,CFU,Baso,KPL3065,37,24,24,2,0.119,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,F6,HNO918,CFU,Baso,KPL3065,37,24,24,3,0.118,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,H5,HNO204,CFU,Baso,KPL3065,37,48,48,2,0.303,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B2,HNO204,CFU,Baso,KPL3065,34,24,0,2,0.40169999,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,F4,HNO918,CFU,Baso,KPL3065,37,48,0,2,0.097400002,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,A6,HNO204,CFU,Baso,KPL3065,34,24,0,3,0.089,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,B2,HNO204,CFU,Baso,KPL3065,34,24,0,2,0.068000004,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,B3,HNO918,CFU,Baso,KPL3065,34,24,24,1,0.100900002,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,B4,HNO918,CFU,Baso,KPL3065,34,24,24,2,0.117899999,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,B5,HNO204,CFU,Baso,KPL3065,34,48,48,1,0.163200006,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,A5,HNO919,CFU,Baso,KPL3065,34,24,0,2,0.078,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_16_2022,1,F1,HNO919,CFU,Baso,KPL3065,34,48,0,1,0.082699999,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,E6,HNO919,CFU,Baso,KPL3065,37,24,0,3,0.074,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,D6,HNO919,CFU,Baso,KPL3065,34,24,0,3,0.085,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,B6,HNO204,CFU,Baso,KPL3065,34,24,24,3,0.11,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,E10,HNO919,CFU,Baso,KPL3065,37,24,0,1,0.12,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,D11,HNO919,CFU,Baso,KPL3065,34,48,48,2,0.113,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,A5,HNO204,CFU,Baso,KPL3065,34,24,0,2,0.087,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,C4,HNO204,CFU,Baso,KPL3065,34,48,0,1,0.091,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,F4,HNO918,CFU,Baso,KPL3065,37,24,24,1,0.164,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,E5,HNO919,CFU,Baso,KPL3065,34,24,24,2,0.086,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,A4,HNO919,CFU,Baso,KPL3065,34,24,0,1,0.105,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,F6,HNO918,CFU,Baso,KPL3065,37,24,24,3,0.134,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,F7,HNO919,CFU,Baso,KPL3065,34,24,0,1,0.151,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,E4,HNO919,CFU,Baso,KPL3065,37,24,0,1,0.138,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,A4,HNO918,CFU,Baso,KPL3065,34,24,0,1,0.086,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B3,HNO918,CFU,Baso,KPL3065,34,24,24,1,0.109200001,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B4,HNO918,CFU,Baso,KPL3065,34,24,24,2,0.113600001,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,F5,HNO204,CFU,Baso,KPL3065,37,24,24,2,0.139,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,E12,HNO919,CFU,Baso,KPL3065,37,24,0,3,0.122,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,F4,HNO918,CFU,Baso,KPL3065,37,48,0,2,0.091200002,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,C6,HNO919,CFU,Baso,KPL3065,34,48,0,3,0.084,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B1,HNO204,CFU,Baso,KPL3065,34,24,0,1,0.1021,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,C4,HNO918,CFU,Baso,KPL3065,34,48,0,1,0.081,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,C5,HNO919,CFU,Baso,KPL3065,34,48,0,2,0.09,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,C6,HNO919,CFU,Baso,KPL3065,34,48,0,3,0.087,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,H6,HNO918,CFU,Baso,KPL3065,37,48,48,3,0.382,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B7,HNO204,CFU,Baso,KPL3065,37,24,0,1,0.153600007,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,1101-1102_2022,1,C12,HNO919,CFU,Baso,KPL3065,34,48,0,3,0.104,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,D4,HNO919,CFU,Baso,KPL3065,34,48,48,1,0.112,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,H4,HNO919,CFU,Baso,KPL3065,37,48,48,1,0.197,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B11,HNO204,CFU,Baso,KPL3065,37,48,48,1,0.248500004,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,G6,HNO919,CFU,Baso,KPL3065,37,48,0,3,0.149,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B9,HNO918,CFU,Baso,KPL3065,37,24,24,1,0.125,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,D12,HNO919,CFU,Baso,KPL3065,34,48,48,3,0.111,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,B1,HNO204,CFU,Baso,KPL3065,34,24,0,1,0.052200001,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,A12,HNO919,CFU,Baso,KPL3065,34,48,48,3,0.167,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,B3,HNO204,CFU,Baso,KPL3065,34,24,24,1,0.121100001,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,E4,HNO919,CFU,Baso,KPL3065,37,24,0,1,0.09,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,C6,HNO918,CFU,Baso,KPL3065,34,48,0,3,0.087,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,B6,HNO204,CFU,Baso,KPL3065,34,48,48,2,0.153400004,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,B7,HNO918,CFU,Baso,KPL3065,37,24,0,1,0.132400006,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,B8,HNO204,CFU,Baso,KPL3065,37,24,0,2,0.1083,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,B9,HNO204,CFU,Baso,KPL3065,37,24,24,1,0.126000002,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,A5,HNO918,CFU,Baso,KPL3065,34,24,0,2,0.085,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F3,HNO204,CFU,Baso,KPL3065,34,24,0,3,0.122,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,H6,HNO919,CFU,Baso,KPL3065,37,48,48,3,0.211,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,F2,HNO204,CFU,Baso,KPL3065,34,48,0,2,0.096100003,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,F4,HNO204,CFU,Baso,KPL3065,37,48,0,2,0.111000001,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,A11,HNO919,CFU,Baso,KPL3065,34,24,0,2,0.113,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,F4,HNO919,CFU,Baso,KPL3065,37,24,24,1,0.111,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,F5,HNO919,CFU,Baso,KPL3065,37,24,24,2,0.116,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,E6,HNO919,CFU,Baso,KPL3065,34,24,24,3,0.085,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F11,HNO204,CFU,Baso,KPL3065,34,48,48,2,0.132,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,B4,HNO919,CFU,Baso,KPL3065,34,24,24,1,0.093,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,D5,HNO204,CFU,Baso,KPL3065,34,48,48,2,0.139,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,B6,HNO918,CFU,Baso,KPL3065,34,24,24,3,0.123,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,F11,HNO919,CFU,Baso,KPL3065,37,24,24,2,0.109,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,E5,HNO918,CFU,Baso,KPL3065,37,24,0,2,0.092,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F4,HNO204,CFU,Baso,KPL3065,34,24,24,1,0.143,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B8,HNO918,CFU,Baso,KPL3065,37,24,0,2,0.102899998,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,A6,HNO204,CFU,Baso,KPL3065,34,24,0,3,0.092,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,C5,HNO919,CFU,Baso,KPL3065,34,48,0,2,0.08,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,G4,HNO919,CFU,Baso,KPL3065,37,48,0,1,0.08,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,G12,HNO919,CFU,Baso,KPL3065,37,48,0,3,0.119,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,H4,HNO919,CFU,Baso,KPL3065,37,48,48,1,0.149,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
