date,Cyto,Category,location,line,time,sample_type,bacteria,viability,concentration_final,below_LD,above_LD,group_label,detected_all,detected_48,range,group_rejected,group_stats
2023-01-17T00:00:00Z,MMP-7,MMPs,Apical,HNO204,48,control,NB,control,12042,FALSE,FALSE,MMP-7_Apical,1,1,2.5264879638528788,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-9,MMPs,Apical,HNO204,48,control,NB,control,8702,FALSE,FALSE,MMP-9_Apical,1,1,3.1306796240636063,FALSE,TRUE
2023-01-17T00:00:00Z,CCL20,Chemokines,Basal,HNO204,48,control,NB,control,76.025,FALSE,FALSE,CCL20_Basal,1,1,4.286739802032049,FALSE,TRUE
2023-01-17T00:00:00Z,CCL19,Chemokines,Basal,HNO204,48,control,NB,control,22.9,FALSE,FALSE,CCL19_Basal,0.5357142857142857,0.7380952380952381,2.0037335397638665,FALSE,FALSE
2023-01-17T00:00:00Z,Eotaxin,Allergy,Basal,HNO204,48,control,NB,control,4.455,FALSE,FALSE,Eotaxin_Basal,0.7380952380952381,1,1.2972972303503387,FALSE,FALSE
2023-01-17T00:00:00Z,G-CSF,GF,Basal,HNO204,48,control,NB,control,66.55000000000001,FALSE,FALSE,G-CSF_Basal,1,1,9.589004157358135,FALSE,TRUE
2023-01-17T00:00:00Z,GM-CSF,GF,Basal,HNO204,48,control,NB,control,18.88,FALSE,FALSE,GM-CSF_Basal,0.6309523809523809,0.7619047619047619,6.314805447231963,FALSE,TRUE
2023-01-17T00:00:00Z,IFN-γ,Antimicrobial,Basal,HNO204,48,control,NB,control,8.84,FALSE,FALSE,IFN-γ_Basal,1,1,1.7563090601580524,FALSE,FALSE
2023-01-17T00:00:00Z,IL-10,Anti-In,Basal,HNO204,48,control,NB,control,1.22,FALSE,FALSE,IL-10_Basal,0.7023809523809523,1,2.7094098716456445,FALSE,FALSE
2023-01-17T00:00:00Z,IL-13,Allergy,Basal,HNO204,48,control,NB,control,8.520000000000001,FALSE,FALSE,IL-13_Basal,0.38095238095238093,0.7380952380952381,1.2628867842064198,FALSE,FALSE
2023-01-17T00:00:00Z,IL-1α,Inflammasome,Basal,HNO204,48,control,NB,control,7.04,FALSE,FALSE,IL-1α_Basal,0.26190476190476186,0.5238095238095238,8.734442742630069,FALSE,TRUE
2023-01-17T00:00:00Z,IL-1RN,Inflammasome,Basal,HNO204,48,control,NB,control,12.399999999999999,FALSE,FALSE,IL-1RN_Basal,0.9285714285714286,1,10.087339486537692,FALSE,TRUE
2023-01-17T00:00:00Z,IL-5,Allergy,Basal,HNO204,48,control,NB,control,0.32999999999999996,FALSE,FALSE,IL-5_Basal,0.7738095238095238,1,1.2483788775372742,FALSE,FALSE
2023-01-17T00:00:00Z,IL-6,Acute,Basal,HNO204,48,control,NB,control,4.195,FALSE,FALSE,IL-6_Basal,1,1,7.314754689270162,FALSE,TRUE
2023-01-17T00:00:00Z,IL-8,Acute,Basal,HNO204,48,control,NB,control,3930,FALSE,FALSE,IL-8_Basal,1,1,1.443434912021514,FALSE,FALSE
2023-01-17T00:00:00Z,CXCL10,Antimicrobial,Basal,HNO204,48,control,NB,control,58.065,FALSE,FALSE,CXCL10_Basal,1,1,4.862172078757814,FALSE,TRUE
2023-01-17T00:00:00Z,CCL2,Chemokines,Basal,HNO204,48,control,NB,control,53.31,FALSE,FALSE,CCL2_Basal,1,1,3.2978435510030213,FALSE,TRUE
2023-01-17T00:00:00Z,CCL7,Chemokines,Basal,HNO204,48,control,NB,control,8.885,FALSE,FALSE,CCL7_Basal,0.45238095238095233,0.9047619047619048,0.4869034854781648,FALSE,FALSE
2023-01-17T00:00:00Z,CCL3,Chemokines,Basal,HNO204,48,control,NB,control,5.609999999999999,FALSE,FALSE,CCL3_Basal,0.1071428571428571,0.1428571428571429,0.6280312226130421,TRUE,FALSE
2023-01-17T00:00:00Z,CCL4,Chemokines,Basal,HNO204,48,control,NB,control,0.91,FALSE,FALSE,CCL4_Basal,0.4642857142857143,0.8571428571428572,5.331797059285277,FALSE,TRUE
2023-01-17T00:00:00Z,CCL5,Chemokines,Basal,HNO204,48,control,NB,control,1.775,FALSE,FALSE,CCL5_Basal,0.6190476190476191,0.8809523809523809,4.689247649430629,FALSE,TRUE
2023-01-17T00:00:00Z,L-VEGF,GF,Basal,HNO204,48,control,NB,control,2239.5,FALSE,FALSE,L-VEGF_Basal,1,1,1.4750372419760727,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-1,MMPs,Basal,HNO204,48,control,NB,control,425.13,FALSE,FALSE,MMP-1_Basal,1,1,2.5440540554171758,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-10,MMPs,Basal,HNO204,48,control,NB,control,25330.5,FALSE,FALSE,MMP-10_Basal,1,1,2.2037331633828154,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-2,MMPs,Basal,HNO204,48,control,NB,control,256.21000000000004,FALSE,FALSE,MMP-2_Basal,0.8690476190476191,0.9285714285714286,2.261823210962456,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-7,MMPs,Basal,HNO204,48,control,NB,control,4383.5,FALSE,FALSE,MMP-7_Basal,0.9880952380952381,1,1.9291452765861514,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-9,MMPs,Basal,HNO204,48,control,NB,control,786.7249999999999,FALSE,FALSE,MMP-9_Basal,1,1,2.28984117630369,FALSE,FALSE
2023-01-17T00:00:00Z,IL-1β,Inflammasome,Basal,HNO204,48,control,NB,control,0.69,FALSE,FALSE,IL-1β_Basal,0.23809523809523814,0.47619047619047616,5.563331313398616,FALSE,TRUE
2023-01-17T00:00:00Z,CXCL11,Antimicrobial,Apical,HNO204,48,bacteria,Dpi,live,1.74,FALSE,FALSE,CXCL11_Apical,0.7708333333333334,0.8095238095238095,5.044302148871641,FALSE,TRUE
2023-01-17T00:00:00Z,CCL20,Chemokines,Apical,HNO204,48,bacteria,Dpi,live,1242,FALSE,FALSE,CCL20_Apical,0.9375,0.9761904761904762,5.3013766212080125,FALSE,TRUE
2023-01-17T00:00:00Z,IL-36β,Inflammasome,Apical,HNO204,48,bacteria,Dpi,live,7.88,FALSE,FALSE,IL-36β_Apical,0.9166666666666666,1,5.132631126576655,FALSE,TRUE
2023-01-17T00:00:00Z,Eotaxin,Allergy,Apical,HNO204,48,bacteria,Dpi,live,7.19,FALSE,FALSE,Eotaxin_Apical,0.9583333333333334,1,1.9338045199842386,FALSE,FALSE
2023-01-17T00:00:00Z,G-CSF,GF,Apical,HNO204,48,bacteria,Dpi,live,16259,FALSE,FALSE,G-CSF_Apical,1,1,7.435195655610126,FALSE,TRUE
2023-01-17T00:00:00Z,GM-CSF,GF,Apical,HNO204,48,bacteria,Dpi,live,2.39,FALSE,FALSE,GM-CSF_Apical,0.375,0.38095238095238093,6.838907288061807,FALSE,TRUE
2023-01-17T00:00:00Z,IFN-γ,Antimicrobial,Apical,HNO204,48,bacteria,Dpi,live,6.68,FALSE,FALSE,IFN-γ_Apical,0.9791666666666666,1,2.684378368534408,FALSE,FALSE
2023-01-17T00:00:00Z,IL-10,Anti-In,Apical,HNO204,48,bacteria,Dpi,live,1.11,FALSE,FALSE,IL-10_Apical,0.5208333333333333,0.5714285714285714,2.786331671487186,FALSE,FALSE
2023-01-17T00:00:00Z,IL-18,Inflammasome,Apical,HNO204,48,bacteria,Dpi,live,8.38,FALSE,FALSE,IL-18_Apical,0.875,0.9285714285714286,10.365675419723656,FALSE,TRUE
2023-01-17T00:00:00Z,IL-1α,Inflammasome,Apical,HNO204,48,bacteria,Dpi,live,113.33,FALSE,FALSE,IL-1α_Apical,0.9166666666666666,1,7.828704176866794,FALSE,TRUE
2023-01-17T00:00:00Z,IL-1β,Inflammasome,Apical,HNO204,48,bacteria,Dpi,live,1.03,FALSE,FALSE,IL-1β_Apical,0.45833333333333337,0.5238095238095238,3.466318004222537,FALSE,TRUE
2023-01-17T00:00:00Z,IL-1RN,Inflammasome,Apical,HNO204,48,bacteria,Dpi,live,1878,FALSE,FALSE,IL-1RN_Apical,1,1,6.456129318758921,FALSE,TRUE
2023-01-17T00:00:00Z,IL-5,Allergy,Apical,HNO204,48,bacteria,Dpi,live,0.45,FALSE,FALSE,IL-5_Apical,0.8958333333333334,0.9285714285714286,1.7548875021634687,FALSE,FALSE
2023-01-17T00:00:00Z,IL-6,Acute,Apical,HNO204,48,bacteria,Dpi,live,155.49,FALSE,FALSE,IL-6_Apical,1,1,8.736907548754205,FALSE,TRUE
2023-01-17T00:00:00Z,IL-8,Acute,Apical,HNO204,48,bacteria,Dpi,live,2410,FALSE,FALSE,IL-8_Apical,1,1,2.4464561617045524,FALSE,FALSE
2023-01-17T00:00:00Z,CCL2,Chemokines,Apical,HNO204,48,bacteria,Dpi,live,308.88,FALSE,FALSE,CCL2_Apical,1,1,5.528775296547305,FALSE,TRUE
2023-01-17T00:00:00Z,CCL7,Chemokines,Apical,HNO204,48,bacteria,Dpi,live,10.42,FALSE,FALSE,CCL7_Apical,0.6041666666666667,0.6904761904761905,1.363262392261026,FALSE,FALSE
2023-01-17T00:00:00Z,CXCL9,Antimicrobial,Apical,HNO204,48,bacteria,Dpi,live,7.08,FALSE,FALSE,CXCL9_Apical,0.6458333333333333,0.6904761904761905,3.2167539373265863,FALSE,TRUE
2023-01-17T00:00:00Z,CCL4,Chemokines,Apical,HNO204,48,bacteria,Dpi,live,1.36,FALSE,FALSE,CCL4_Apical,0.625,0.6904761904761905,3.4447848426728958,FALSE,TRUE
2023-01-17T00:00:00Z,CCL5,Chemokines,Apical,HNO204,48,bacteria,Dpi,live,23.11,FALSE,FALSE,CCL5_Apical,0.9583333333333334,1,4.114398927360849,FALSE,TRUE
2023-01-17T00:00:00Z,TNF,Acute,Apical,HNO204,48,bacteria,Dpi,live,8.11,FALSE,FALSE,TNF_Apical,0.5208333333333333,0.5952380952380952,4.274274650376841,FALSE,TRUE
2023-01-17T00:00:00Z,L-VEGF,GF,Apical,HNO204,48,bacteria,Dpi,live,66.34,FALSE,FALSE,L-VEGF_Apical,1,1,5.914567964836325,FALSE,TRUE
2023-01-17T00:00:00Z,MMP-1,MMPs,Apical,HNO204,48,bacteria,Dpi,live,1149,FALSE,FALSE,MMP-1_Apical,1,1,2.4910468922869353,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-10,MMPs,Apical,HNO204,48,bacteria,Dpi,live,44939,FALSE,FALSE,MMP-10_Apical,1,1,0.9315484043021947,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-2,MMPs,Apical,HNO204,48,bacteria,Dpi,live,798.17,FALSE,FALSE,MMP-2_Apical,1,1,1.989952600933995,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-7,MMPs,Apical,HNO204,48,bacteria,Dpi,live,16675,FALSE,FALSE,MMP-7_Apical,1,1,2.5264879638528788,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-9,MMPs,Apical,HNO204,48,bacteria,Dpi,live,11299,FALSE,FALSE,MMP-9_Apical,1,1,3.1306796240636063,FALSE,TRUE
2023-01-17T00:00:00Z,CCL20,Chemokines,Basal,HNO204,48,bacteria,Dpi,live,2174,FALSE,FALSE,CCL20_Basal,1,1,4.286739802032049,FALSE,TRUE
2023-01-17T00:00:00Z,CCL19,Chemokines,Basal,HNO204,48,bacteria,Dpi,live,29.99,FALSE,FALSE,CCL19_Basal,0.5357142857142857,0.7380952380952381,2.0037335397638665,FALSE,FALSE
2023-01-17T00:00:00Z,Eotaxin,Allergy,Basal,HNO204,48,bacteria,Dpi,live,4.66,FALSE,FALSE,Eotaxin_Basal,0.7380952380952381,1,1.2972972303503387,FALSE,FALSE
2023-01-17T00:00:00Z,G-CSF,GF,Basal,HNO204,48,bacteria,Dpi,live,8671,FALSE,FALSE,G-CSF_Basal,1,1,9.589004157358135,FALSE,TRUE
2023-01-17T00:00:00Z,GM-CSF,GF,Basal,HNO204,48,bacteria,Dpi,live,5.79,FALSE,FALSE,GM-CSF_Basal,0.6309523809523809,0.7619047619047619,6.314805447231963,FALSE,TRUE
2023-01-17T00:00:00Z,IFN-γ,Antimicrobial,Basal,HNO204,48,bacteria,Dpi,live,11.94,FALSE,FALSE,IFN-γ_Basal,1,1,1.7563090601580524,FALSE,FALSE
2023-01-17T00:00:00Z,IL-10,Anti-In,Basal,HNO204,48,bacteria,Dpi,live,1.73,FALSE,FALSE,IL-10_Basal,0.7023809523809523,1,2.7094098716456445,FALSE,FALSE
2023-01-17T00:00:00Z,IL-13,Allergy,Basal,HNO204,48,bacteria,Dpi,live,8.72,FALSE,FALSE,IL-13_Basal,0.38095238095238093,0.7380952380952381,1.2628867842064198,FALSE,FALSE
2023-01-17T00:00:00Z,IL-1β,Inflammasome,Basal,HNO204,48,bacteria,Dpi,live,0.77,FALSE,FALSE,IL-1β_Basal,0.23809523809523814,0.47619047619047616,5.563331313398616,FALSE,TRUE
2023-01-17T00:00:00Z,IL-1RN,Inflammasome,Basal,HNO204,48,bacteria,Dpi,live,10.67,FALSE,FALSE,IL-1RN_Basal,0.9285714285714286,1,10.087339486537692,FALSE,TRUE
2023-01-17T00:00:00Z,IL-5,Allergy,Basal,HNO204,48,bacteria,Dpi,live,0.49,FALSE,FALSE,IL-5_Basal,0.7738095238095238,1,1.2483788775372742,FALSE,FALSE
2023-01-17T00:00:00Z,IL-6,Acute,Basal,HNO204,48,bacteria,Dpi,live,10.68,FALSE,FALSE,IL-6_Basal,1,1,7.314754689270162,FALSE,TRUE
2023-01-17T00:00:00Z,IL-8,Acute,Basal,HNO204,48,bacteria,Dpi,live,4460,FALSE,FALSE,IL-8_Basal,1,1,1.443434912021514,FALSE,FALSE
2023-01-17T00:00:00Z,CXCL10,Antimicrobial,Basal,HNO204,48,bacteria,Dpi,live,116.03,FALSE,FALSE,CXCL10_Basal,1,1,4.862172078757814,FALSE,TRUE
2023-01-17T00:00:00Z,CCL2,Chemokines,Basal,HNO204,48,bacteria,Dpi,live,177.72,FALSE,FALSE,CCL2_Basal,1,1,3.2978435510030213,FALSE,TRUE
2023-01-17T00:00:00Z,CCL7,Chemokines,Basal,HNO204,48,bacteria,Dpi,live,10.92,FALSE,FALSE,CCL7_Basal,0.45238095238095233,0.9047619047619048,0.4869034854781648,FALSE,FALSE
2023-01-17T00:00:00Z,CCL4,Chemokines,Basal,HNO204,48,bacteria,Dpi,live,4.55,FALSE,FALSE,CCL4_Basal,0.4642857142857143,0.8571428571428572,5.331797059285277,FALSE,TRUE
2023-01-17T00:00:00Z,CCL5,Chemokines,Basal,HNO204,48,bacteria,Dpi,live,9.35,FALSE,FALSE,CCL5_Basal,0.6190476190476191,0.8809523809523809,4.689247649430629,FALSE,TRUE
2023-01-17T00:00:00Z,TNF,Acute,Basal,HNO204,48,bacteria,Dpi,live,23.56,FALSE,FALSE,TNF_Basal,0.2857142857142857,0.5714285714285714,3.1564575053637585,FALSE,TRUE
2023-01-17T00:00:00Z,L-VEGF,GF,Basal,HNO204,48,bacteria,Dpi,live,2364,FALSE,FALSE,L-VEGF_Basal,1,1,1.4750372419760727,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-1,MMPs,Basal,HNO204,48,bacteria,Dpi,live,642.03,FALSE,FALSE,MMP-1_Basal,1,1,2.5440540554171758,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-10,MMPs,Basal,HNO204,48,bacteria,Dpi,live,25585,FALSE,FALSE,MMP-10_Basal,1,1,2.2037331633828154,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-2,MMPs,Basal,HNO204,48,bacteria,Dpi,live,202.2,FALSE,FALSE,MMP-2_Basal,0.8690476190476191,0.9285714285714286,2.261823210962456,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-7,MMPs,Basal,HNO204,48,bacteria,Dpi,live,6121,FALSE,FALSE,MMP-7_Basal,0.9880952380952381,1,1.9291452765861514,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-9,MMPs,Basal,HNO204,48,bacteria,Dpi,live,408.09,FALSE,FALSE,MMP-9_Basal,1,1,2.28984117630369,FALSE,FALSE
2023-01-17T00:00:00Z,CXCL11,Antimicrobial,Apical,HNO204,48,bacteria,Dpi,IRR,2.46,FALSE,FALSE,CXCL11_Apical,0.7708333333333334,0.8095238095238095,5.044302148871641,FALSE,TRUE
2023-01-17T00:00:00Z,CCL20,Chemokines,Apical,HNO204,48,bacteria,Dpi,IRR,1404,FALSE,FALSE,CCL20_Apical,0.9375,0.9761904761904762,5.3013766212080125,FALSE,TRUE
2023-01-17T00:00:00Z,IL-36β,Inflammasome,Apical,HNO204,48,bacteria,Dpi,IRR,4.62,FALSE,FALSE,IL-36β_Apical,0.9166666666666666,1,5.132631126576655,FALSE,TRUE
2023-01-17T00:00:00Z,Eotaxin,Allergy,Apical,HNO204,48,bacteria,Dpi,IRR,5.24,FALSE,FALSE,Eotaxin_Apical,0.9583333333333334,1,1.9338045199842386,FALSE,FALSE
2023-01-17T00:00:00Z,G-CSF,GF,Apical,HNO204,48,bacteria,Dpi,IRR,15327,FALSE,FALSE,G-CSF_Apical,1,1,7.435195655610126,FALSE,TRUE
2023-01-17T00:00:00Z,IFN-γ,Antimicrobial,Apical,HNO204,48,bacteria,Dpi,IRR,4.66,FALSE,FALSE,IFN-γ_Apical,0.9791666666666666,1,2.684378368534408,FALSE,FALSE
2023-01-17T00:00:00Z,IL-10,Anti-In,Apical,HNO204,48,bacteria,Dpi,IRR,0.9900000000000002,FALSE,FALSE,IL-10_Apical,0.5208333333333333,0.5714285714285714,2.786331671487186,FALSE,FALSE
2023-01-17T00:00:00Z,IL-18,Inflammasome,Apical,HNO204,48,bacteria,Dpi,IRR,4.47,FALSE,FALSE,IL-18_Apical,0.875,0.9285714285714286,10.365675419723656,FALSE,TRUE
2023-01-17T00:00:00Z,IL-1α,Inflammasome,Apical,HNO204,48,bacteria,Dpi,IRR,70.64,FALSE,FALSE,IL-1α_Apical,0.9166666666666666,1,7.828704176866794,FALSE,TRUE
2023-01-17T00:00:00Z,IL-1β,Inflammasome,Apical,HNO204,48,bacteria,Dpi,IRR,0.85,FALSE,FALSE,IL-1β_Apical,0.45833333333333337,0.5238095238095238,3.466318004222537,FALSE,TRUE
2023-01-17T00:00:00Z,IL-1RN,Inflammasome,Apical,HNO204,48,bacteria,Dpi,IRR,1157,FALSE,FALSE,IL-1RN_Apical,1,1,6.456129318758921,FALSE,TRUE
2023-01-17T00:00:00Z,IL-5,Allergy,Apical,HNO204,48,bacteria,Dpi,IRR,0.49,FALSE,FALSE,IL-5_Apical,0.8958333333333334,0.9285714285714286,1.7548875021634687,FALSE,FALSE
2023-01-17T00:00:00Z,IL-6,Acute,Apical,HNO204,48,bacteria,Dpi,IRR,279.68,FALSE,FALSE,IL-6_Apical,1,1,8.736907548754205,FALSE,TRUE
2023-01-17T00:00:00Z,IL-8,Acute,Apical,HNO204,48,bacteria,Dpi,IRR,2468,FALSE,FALSE,IL-8_Apical,1,1,2.4464561617045524,FALSE,FALSE
2023-01-17T00:00:00Z,CXCL10,Antimicrobial,Apical,HNO204,48,bacteria,Dpi,IRR,2.45,FALSE,FALSE,CXCL10_Apical,0.875,0.8571428571428572,9.340045309461232,FALSE,TRUE
2023-01-17T00:00:00Z,CCL2,Chemokines,Apical,HNO204,48,bacteria,Dpi,IRR,318.48,FALSE,FALSE,CCL2_Apical,1,1,5.528775296547305,FALSE,TRUE
2023-01-17T00:00:00Z,CCL7,Chemokines,Apical,HNO204,48,bacteria,Dpi,IRR,8.37,FALSE,FALSE,CCL7_Apical,0.6041666666666667,0.6904761904761905,1.363262392261026,FALSE,FALSE
2023-01-17T00:00:00Z,CXCL9,Antimicrobial,Apical,HNO204,48,bacteria,Dpi,IRR,7.45,FALSE,FALSE,CXCL9_Apical,0.6458333333333333,0.6904761904761905,3.2167539373265863,FALSE,TRUE
2023-01-17T00:00:00Z,CCL4,Chemokines,Apical,HNO204,48,bacteria,Dpi,IRR,0.91,FALSE,FALSE,CCL4_Apical,0.625,0.6904761904761905,3.4447848426728958,FALSE,TRUE
2023-01-17T00:00:00Z,CCL5,Chemokines,Apical,HNO204,48,bacteria,Dpi,IRR,22.1,FALSE,FALSE,CCL5_Apical,0.9583333333333334,1,4.114398927360849,FALSE,TRUE
2023-01-17T00:00:00Z,L-VEGF,GF,Apical,HNO204,48,bacteria,Dpi,IRR,82,FALSE,FALSE,L-VEGF_Apical,1,1,5.914567964836325,FALSE,TRUE
2023-01-17T00:00:00Z,MMP-1,MMPs,Apical,HNO204,48,bacteria,Dpi,IRR,1058,FALSE,FALSE,MMP-1_Apical,1,1,2.4910468922869353,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-10,MMPs,Apical,HNO204,48,bacteria,Dpi,IRR,44412,FALSE,FALSE,MMP-10_Apical,1,1,0.9315484043021947,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-2,MMPs,Apical,HNO204,48,bacteria,Dpi,IRR,798.17,FALSE,FALSE,MMP-2_Apical,1,1,1.989952600933995,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-7,MMPs,Apical,HNO204,48,bacteria,Dpi,IRR,25566,FALSE,FALSE,MMP-7_Apical,1,1,2.5264879638528788,FALSE,FALSE
2023-01-17T00:00:00Z,MMP-9,MMPs,Apical,HNO204,48,bacteria,Dpi,IRR,6760,FALSE,FALSE,MMP-9_Apical,1,1,3.1306796240636063,FALSE,TRUE
2023-01-17T00:00:00Z,CCL20,Chemokines,Basal,HNO204,48,bacteria,Dpi,IRR,2408,FALSE,FALSE,CCL20_Basal,1,1,4.286739802032049,FALSE,TRUE
2023-01-17T00:00:00Z,CCL19,Chemokines,Basal,HNO204,48,bacteria,Dpi,IRR,30.36,FALSE,FALSE,CCL19_Basal,0.5357142857142857,0.7380952380952381,2.0037335397638665,FALSE,FALSE
2023-01-17T00:00:00Z,Eotaxin,Allergy,Basal,HNO204,48,bacteria,Dpi,IRR,4.26,FALSE,FALSE,Eotaxin_Basal,0.7380952380952381,1,1.2972972303503387,FALSE,FALSE
2023-01-17T00:00:00Z,G-CSF,GF,Basal,HNO204,48,bacteria,Dpi,IRR,7848,FALSE,FALSE,G-CSF_Basal,1,1,9.589004157358135,FALSE,TRUE
2023-01-17T00:00:00Z,GM-CSF,GF,Basal,HNO204,48,bacteria,Dpi,IRR,7.85,FALSE,FALSE,GM-CSF_Basal,0.6309523809523809,0.7619047619047619,6.314805447231963,FALSE,TRUE
2023-01-17T00:00:00Z,IFN-γ,Antimicrobial,Basal,HNO204,48,bacteria,Dpi,IRR,13.81,FALSE,FALSE,IFN-γ_Basal,1,1,1.7563090601580524,FALSE,FALSE
2023-01-17T00:00:00Z,IL-10,Anti-In,Basal,HNO204,48,bacteria,Dpi,IRR,1.35,FALSE,FALSE,IL-10_Basal,0.7023809523809523,1,2.7094098716456445,FALSE,FALSE
2023-01-17T00:00:00Z,IL-13,Allergy,Basal,HNO204,48,bacteria,Dpi,IRR,10.13,FALSE,FALSE,IL-13_Basal,0.38095238095238093,0.7380952380952381,1.2628867842064198,FALSE,FALSE
2023-01-17T00:00:00Z,IL-1β,Inflammasome,Basal,HNO204,48,bacteria,Dpi,IRR,0.85,FALSE,FALSE,IL-1β_Basal,0.23809523809523814,0.47619047619047616,5.563331313398616,FALSE,TRUE
2023-01-17T00:00:00Z,IL-1RN,Inflammasome,Basal,HNO204,48,bacteria,Dpi,IRR,9.31,FALSE,FALSE,IL-1RN_Basal,0.9285714285714286,1,10.087339486537692,FALSE,TRUE
